order_id,payment_type,payment_sequential,payment_value,payment_installments,installment_value,installment_value_capped,high_installment_flag,used_voucher
cf6b059f3e677f41c42d6bfd225cc062,credit_card,1,91.19,4,22.8,22.8,1,0
8e96b8e465f71da5a9cde973c3a8d726,credit_card,1,314.26,4,78.57,78.57,1,0
39ce67c7db740ee02e0c17fc02b0292d,boleto,1,132.24,1,132.24,132.24,0,0
32864fe724c9f8e8040000b044c5c77a,credit_card,1,45.0,1,45.0,45.0,1,0
c5d39e9011169ac0ed6676a42a757726,boleto,1,20.06,1,20.06,20.06,1,0
ad6d3a18d2c834c332464ee72c2131cf,boleto,1,108.26,1,108.26,108.26,0,0
fac46d930d37818d176f4c8e00fc5f4c,credit_card,1,2.08,1,2.08,2.08,1,0
271664630912f9ea979c46c772f2187a,credit_card,1,137.99,6,23.0,23.0,1,0
5fd42e84b68c024a8dca0dbd781279aa,credit_card,1,201.54,4,50.39,50.39,1,0
dbea19894046e3141b3de68811a7c958,credit_card,1,273.6,10,27.36,27.36,1,0
3d61e9970cfb1669c490645d74bf7405,credit_card,1,174.08,5,34.82,34.82,1,0
2f90dccb2a52cf21e5f2886dbb8e7eda,credit_card,1,107.85,10,10.79,10.79,1,0
7198e283e4a0c1146dcc3f5bedd276c2,credit_card,1,35.45,1,35.45,35.45,1,0
7cb430e983dbba3559fa0f62ec454d5a,credit_card,1,70.66,2,35.33,35.33,1,0
c88cb7c54b20df1c37d529408b255d41,credit_card,1,209.95,1,209.95,178.25,0,0
b1adda8b2734d4a0bae4885a90722859,credit_card,1,65.0,3,21.67,21.67,1,0
cdf9aa68e72324eeb25c7de974696ee2,credit_card,1,136.99,1,136.99,136.99,0,0
816c1aa9dbcfd7482f467ac32d92bf0e,credit_card,1,50.25,1,50.25,50.25,1,0
520bc702936ffe80d33a4632792835cd,boleto,1,303.33,1,303.33,178.25,0,0
8704f37bae751578cdec362f48c61232,credit_card,1,71.82,2,35.91,35.91,1,0
f3f20a355feba5a3e09b1133932f992f,credit_card,1,53.85,2,26.93,26.93,1,0
1bce4e7b57b2796a7e726aeebb967a32,boleto,1,67.5,1,67.5,67.5,0,0
a00b62f3da02851a10f9dabf2708cfb9,credit_card,1,185.64,3,61.88,61.88,1,0
2eeeaa9c6fffe79d2ebdaa43a53f682b,credit_card,1,139.86,1,139.86,139.86,0,0
36dfa5ee84af8da4fc7f9af242219972,credit_card,1,88.47,4,22.12,22.12,1,0
94205d5566885abf3cb4da408bdb1ae9,credit_card,1,48.3,1,48.3,48.3,1,0
f1b3809a1da6d290236e12617e8be778,credit_card,1,132.06,10,13.21,13.21,1,0
9a5e801a0c51ede9c94e91758554d57d,boleto,1,73.34,1,73.34,73.34,0,0
f464a113cdd89833ee98d4a56f41d8c5,credit_card,2,20.24,1,20.24,20.24,1,0
f2fd76c4a6a18c5be5d960963e114737,credit_card,1,86.73,8,10.84,10.84,1,0
082c7986084072affce4f8c0a20a39df,boleto,1,55.27,1,55.27,55.27,1,0
d4783ba848b3f01d54e6ad0fd20b5f0c,credit_card,1,77.88,7,11.13,11.13,1,0
2ff5e4926327864448d6e63f2a7fea15,credit_card,1,118.7,4,29.68,29.68,1,0
55567a8e851b2400b53f74ec9b974221,credit_card,1,36.43,1,36.43,36.43,1,0
d8f7f9be7fb1c9734fecec3ba39cba52,credit_card,1,1.71,1,1.71,1.71,1,0
455fa9dc182a1003b2d78824f8aaf8d5,credit_card,1,335.19,8,41.9,41.9,1,0
e4e3903e4a2fedf6bc3b6e40262e05c1,credit_card,1,189.56,2,94.78,94.78,0,0
3e1088f1c96e2b55ef9a070866bd1f1e,boleto,1,205.09,1,205.09,178.25,0,0
0e5423b2f5a2083884f519fbd18dd11a,credit_card,1,136.92,10,13.69,13.69,1,0
441972a5bbd51a10459a487402076942,credit_card,1,74.51,5,14.9,14.9,1,0
c37e429ac201c3e07174f542634638b9,credit_card,1,151.49,3,50.5,50.5,1,0
ebaa5eb35a303a3a68afc58ede4f5661,credit_card,1,115.45,3,38.48,38.48,1,0
188c0980749c33160b4a6a711a58349e,boleto,1,106.38,1,106.38,106.38,0,0
31b5594fc512aedc5f790621219fd23b,credit_card,1,35.82,1,35.82,35.82,1,0
88c7831d968f7cd33c64d1733cb90510,credit_card,1,71.82,3,23.94,23.94,1,0
cc427984e779c3d1dd7e082f39a98fc6,credit_card,1,1395.76,1,1395.76,178.25,0,0
c733bae44f0aa970fb902baf713a1372,boleto,1,179.01,1,179.01,178.25,0,0
a71b5dae60672865090c8de14181bb77,credit_card,1,76.8,6,12.8,12.8,1,0
e5b8b27e1436ae108e5e2712a22c0033,boleto,1,133.28,1,133.28,133.28,0,0
b6d950bbbac28a711a71455adc829a5d,boleto,1,119.15,1,119.15,119.15,0,0
813e757cecde8eee7af8d87fea8e50f1,credit_card,1,146.34,2,73.17,73.17,0,0
6ece326e25f193d084e3dc092bbdd93b,credit_card,1,85.82,2,42.91,42.91,1,0
334ed4f858d2361daeaf939cd365c42b,boleto,1,52.57,1,52.57,52.57,1,0
371f13dd168ce30a881e0db8cf3929fb,credit_card,1,665.87,8,83.23,83.23,1,0
1cbd71feda5da8baea7160be1168fbc5,credit_card,1,75.53,2,37.77,37.77,1,0
347fd41d0f1089cc83a4fc100a95f3f8,boleto,1,121.96,1,121.96,121.96,0,0
fefbe15ebcd87ab3fb8577e635a8b31c,credit_card,1,8.29,1,8.29,8.29,1,0
f7f3b76959c6fadfb61d9c5474b885e7,credit_card,1,62.49,6,10.42,10.42,1,0
1fcde8f1d8b0a48e0ce8a212f1fb8dc1,voucher,2,6.51,1,6.51,6.51,1,1
85cfaced617bb14d7aa5eeacad8c6ee4,credit_card,1,71.74,5,14.35,14.35,1,0
901a84df9454849d20d02683117105ac,credit_card,1,88.09,4,22.02,22.02,1,0
2146afbdb82c47a7d5e459bfee91e760,credit_card,1,103.48,2,51.74,51.74,1,0
264ce11c5e766e56fad7ef4046030511,credit_card,1,82.92,1,82.92,82.92,0,0
7018b49455a47164272f9272d400f363,credit_card,1,115.36,5,23.07,23.07,1,0
2291ee4be39fe350accf088e1b57a5d1,boleto,1,48.79,1,48.79,48.79,1,0
1e90f6912f47b660fa57730f3885af08,credit_card,1,127.71,6,21.29,21.29,1,0
23f10f509600c30cf2852f9dbdf28fc3,credit_card,1,103.49,1,103.49,103.49,0,0
32b1d8f3789a57f1f752e20ac7404b4c,boleto,1,56.6,1,56.6,56.6,1,0
55c0b6b41ce482c3f77407ef43fc6bad,boleto,1,26.08,1,26.08,26.08,1,0
055f84fd2ebf314ebec85f8e1312f4f4,credit_card,1,185.84,2,92.92,92.92,0,0
0f3f49e2316b72f49e23fea6ffaa2371,debit_card,1,24.28,1,24.28,24.28,1,0
5f332fa4ad3167e08253c656a2fae4cc,credit_card,1,75.99,3,25.33,25.33,1,0
7249fd69ae42373a6a357567e41ecc57,credit_card,1,110.7,1,110.7,110.7,0,0
0d4429188b4311015ad2b6b091cc5f9c,credit_card,1,38.17,1,38.17,38.17,1,0
239f380355f65dcb68551f07d16fc4a8,credit_card,1,251.63,10,25.16,25.16,1,0
9dbceabb8ca1d10023c837a1b30f852d,credit_card,1,68.43,6,11.41,11.41,1,0
a1cff9f46b83ac0fb525c755e46851f8,boleto,1,148.35,1,148.35,148.35,0,0
73a516c7297dcd6a809778fd0cb8bdd4,voucher,1,193.46,1,193.46,178.25,0,1
0849ccbfff0e8fd7168be6a62ca74a0d,credit_card,1,99.9,4,24.98,24.98,1,0
d0842f390a190ab877648fb618b4dd56,credit_card,1,129.86,2,64.93,64.93,1,0
a8517ad7dc98471e355ea5c971d3a6d0,credit_card,1,129.48,10,12.95,12.95,1,0
500e119c1ffc702e84371d25d5b29f96,credit_card,1,106.87,5,21.37,21.37,1,0
d338e94a703f4d7af1612be068a85bb6,credit_card,1,18.78,1,18.78,18.78,1,0
b2dd5d5bb33639803c8078b84ee9d539,credit_card,1,48.38,1,48.38,48.38,1,0
a92ba1a2eafba406c847277f7cc5911d,credit_card,1,48.62,4,12.16,12.16,1,0
43ad25e09be659b55ed165e2dd94f360,credit_card,1,159.83,2,79.92,79.92,0,0
9210972190e4cf80bcfda96b9c4112d2,debit_card,1,353.58,1,353.58,178.25,0,0
3b8571d1b976c25db4b555a5f04b1968,credit_card,1,37.79,1,37.79,37.79,1,0
ee85f19387464b0c9f70dfb6f5005a18,credit_card,1,73.56,2,36.78,36.78,1,0
ca3bf4af04cea159087307d0826d5ddf,credit_card,1,186.7,3,62.23,62.23,1,0
364f451ee38a4268d7c15d317021eb35,voucher,8,14.82,1,14.82,14.82,1,1
e3c07c6d221a59d8d8ef6e9b3e0e3241,boleto,1,17.38,1,17.38,17.38,1,0
6644dceea3b42c405236d956eea44d70,credit_card,1,109.41,1,109.41,109.41,0,0
7b37983cda54d6e32d54073a94cf59e7,boleto,1,137.76,1,137.76,137.76,0,0
69fc55f48e5117131b48477c34bbad8c,credit_card,1,116.84,3,38.95,38.95,1,0
72cbfe19815431911a3cd015972b7796,credit_card,1,36.85,3,12.28,12.28,1,0
d721be27c2ef214e57d87d289f0b844c,credit_card,1,162.28,8,20.29,20.29,1,0
d7eec17ae2e61fc4dc36f1e1ac4d0ed1,voucher,2,34.27,1,34.27,34.27,1,1
02c371100bf54facae80322579c7fefb,credit_card,1,59.24,1,59.24,59.24,1,0
1e36204fd8a2e695a35dd5e41cd392d8,credit_card,2,154.92,3,51.64,51.64,1,0
3ea133ff119739c54b9e8beef186d181,credit_card,1,52.92,2,26.46,26.46,1,0
1295050865da290bb94474fdb4cec31e,credit_card,1,169.0,3,56.33,56.33,1,0
a5065fe7bc5f7610327f36842025dec0,credit_card,1,40.1,2,20.05,20.05,1,0
8b1dd2533fbec1b2a1db8a602791dfcd,boleto,1,73.34,1,73.34,73.34,0,0
d3c8851a6651eeff2f73b0e011ac45d0,credit_card,1,299.84,1,299.84,178.25,0,0
fb10c8bcc7ea9a61120a84484aef8553,boleto,1,34.32,1,34.32,34.32,1,0
c5d16e3d5c24cc5fa2200d448d8cb4d7,voucher,3,50.0,1,50.0,50.0,1,1
39686ff32951169c125d4f2bf5666774,credit_card,1,77.57,3,25.86,25.86,1,0
a8dcdaca6b71b71297497af76297b1d0,credit_card,1,75.17,4,18.79,18.79,1,0
1be51feefcd481bee3118900e6777057,voucher,11,5.78,1,5.78,5.78,1,1
6f2d988a27fa7727f74225e3ad4b0f15,credit_card,1,42.26,1,42.26,42.26,1,0
4ea8c59c4fdb4196e0a54b5e5f7674e7,credit_card,1,75.53,3,25.18,25.18,1,0
8cca30720d5165714d3c1d64cf85e34b,boleto,1,99.75,1,99.75,99.75,0,0
4c5ac0db9e6945c127bede87a8a1bf7d,boleto,1,154.55,1,154.55,154.55,0,0
9c4b8eb5f1fb4f2b71018a6695171ca3,credit_card,1,30.02,3,10.01,10.01,1,0
f6a62f93fc38410844863ed6a061f425,boleto,1,167.81,1,167.81,167.81,0,0
f7744593a02c3abf24ba7f017085c692,boleto,1,131.7,1,131.7,131.7,0,0
81bbad72edea9386f88014e531255d11,boleto,1,35.68,1,35.68,35.68,1,0
e2a45d61a460b659878a89fe8f88b5fc,credit_card,1,76.05,1,76.05,76.05,0,0
6c680c441a53c52610b5abd41e2b8ce6,credit_card,1,111.03,3,37.01,37.01,1,0
48c6a83f139990bdce35da7a514569ac,credit_card,1,77.06,4,19.27,19.27,1,0
e0392865844b1934818565a516cf8bdb,credit_card,1,203.3,3,67.77,67.77,1,0
2ac14ce16b95643b222e92188b0ddec5,voucher,2,71.98,1,71.98,71.98,0,1
0b19db7ca9db8caff754ff63f59f67df,credit_card,1,125.88,2,62.94,62.94,1,0
00a843f5a80c7aea894c558acc29f513,credit_card,1,47.09,4,11.77,11.77,1,0
1280636cace716854a705e26c5a91798,credit_card,1,148.16,4,37.04,37.04,1,0
6514b8ad8028c9f2cc2374ded245783f,credit_card,1,75.16,3,25.05,25.05,1,0
81fd7eecfe5e2fdb7788d4dfd3283f23,credit_card,1,189.96,5,37.99,37.99,1,0
1d7ecc45a3c802b704268c826150ba9b,credit_card,1,39.1,1,39.1,39.1,1,0
bb07a1c8ba165fbdb4a5387b0489ceec,credit_card,1,102.03,4,25.51,25.51,1,0
3ad3f75989908136712eba79927a805c,credit_card,1,158.07,4,39.52,39.52,1,0
5cfc24193d53d6dc86c639606c31b5f6,credit_card,1,139.98,3,46.66,46.66,1,0
b41c9972504c576d0aef689e13a2df12,boleto,1,38.11,1,38.11,38.11,1,0
ffc0da1000e3fe80b745f005755bb814,credit_card,1,143.03,4,35.76,35.76,1,0
6a5c14e6b9a898873a371e04d2e8f4d2,credit_card,1,116.1,2,58.05,58.05,1,0
740b489def00f1dd64ba1d3c169020ba,boleto,1,66.1,1,66.1,66.1,1,0
e83bf64123b8f85a33200e481a9f982f,boleto,1,46.78,1,46.78,46.78,1,0
7e5821896794f7ee1e792ef610915f78,boleto,1,50.89,1,50.89,50.89,1,0
7a0439e9354ab55ab4181d4824eb98f2,credit_card,1,624.79,10,62.48,62.48,1,0
bf31be735f38663cdc8cb59406c06017,credit_card,1,63.73,1,63.73,63.73,1,0
5051a95bc31ec72f803d5df48c2a695b,credit_card,1,77.59,3,25.86,25.86,1,0
56a48a43efddc6a4b83370214985d366,credit_card,1,149.56,8,18.7,18.7,1,0
1116c22b8ac5fd55755a1357d17cb070,credit_card,1,142.9,3,47.63,47.63,1,0
84ef655de633562e82760bbd2b1a1b63,credit_card,1,279.9,10,27.99,27.99,1,0
2d021148258852ee21ec94ddeb0dbe3a,credit_card,1,76.83,4,19.21,19.21,1,0
9d7ecf49e46ed6b1d5caa034b87404a5,credit_card,1,126.23,5,25.25,25.25,1,0
649119592692c2ce73021844e7892aa6,boleto,1,173.28,1,173.28,173.28,0,0
5ad67427b38c94669fc35ffc73bce412,credit_card,1,224.32,1,224.32,178.25,0,0
a4bed2a96bc765394d832c0d9199b6bf,credit_card,1,73.75,7,10.54,10.54,1,0
dd5419332273c31581ae758c74874997,boleto,1,91.18,1,91.18,91.18,0,0
031bf6514694552e5b2967d02e4c42b4,credit_card,1,112.3,5,22.46,22.46,1,0
c31664de12de8ed1dc41cc8478e51ae0,credit_card,1,137.07,2,68.54,68.54,0,0
cb86e7fa5dcf2f86b0a038518514d891,boleto,1,32.52,1,32.52,32.52,1,0
a5c7406fd66b64f69acd95538f35b97e,credit_card,1,61.05,2,30.53,30.53,1,0
a3f701e4bf2687d7aa6b807340426a26,credit_card,1,174.87,4,43.72,43.72,1,0
5c748cfa838e65b06c230b1f917ec95e,credit_card,1,40.78,1,40.78,40.78,1,0
311393b2abaf96a9590f9200b4810bbc,credit_card,1,231.27,10,23.13,23.13,1,0
a3f9696801e0ce6882756720d7580e17,credit_card,1,57.1,1,57.1,57.1,1,0
bece5e930ddaed72094b5818d4e1e0bc,credit_card,1,202.42,2,101.21,101.21,0,0
cfbc27fc3b0b3946a3dea53be0022108,credit_card,1,164.8,4,41.2,41.2,1,0
86df5fa6306829eeeab1906b3f7ad102,boleto,1,174.76,1,174.76,174.76,0,0
0fc95c806aba2b8aef43db06838ec606,credit_card,1,2187.42,10,218.74,178.25,1,0
4ef4d5ad1ca0e17cc5c92da8acbb0773,boleto,1,150.04,1,150.04,150.04,0,0
c224a880841d56f37bdae6fe71fb8540,credit_card,1,110.7,2,55.35,55.35,1,0
5174c535c7d862bf64c17f5e66a77f72,boleto,1,127.92,1,127.92,127.92,0,0
cebd090c9689c0cf282f067646f9c5ef,credit_card,1,161.68,10,16.17,16.17,1,0
35ea60fdf15c6d4bfaf7750309268f06,credit_card,1,76.57,1,76.57,76.57,0,0
713d50ddc8c1a4367d76bf00bdf4d150,credit_card,1,107.1,3,35.7,35.7,1,0
ef695119f97b2c8165bdf9688b5362b5,credit_card,1,110.02,5,22.0,22.0,1,0
34c2654b609f57f294795b5131b7c7d9,boleto,1,90.13,1,90.13,90.13,0,0
8603de8fb5551ed7faf81d2a31b8bf0e,credit_card,1,603.4,6,100.57,100.57,1,0
441cf7155f976d42536081646f9f4714,credit_card,1,47.09,1,47.09,47.09,1,0
f64e2aff8ae7de23a6aaeb7b7dcf8bec,credit_card,1,167.73,1,167.73,167.73,0,0
9621eafd687a505c4f065d9181331a48,credit_card,1,90.88,1,90.88,90.88,0,0
2f19a710f074d3785ffcc76b24e0c905,credit_card,1,61.75,1,61.75,61.75,1,0
b240d7e249b17ae4e87e7fc8023378c0,credit_card,1,22.36,1,22.36,22.36,1,0
d3ebfd1dc904744872e585da7e4b170d,boleto,1,106.77,1,106.77,106.77,0,0
0dc9297ae7a839d499730fd9acdd00f3,credit_card,1,37.72,3,12.57,12.57,1,0
1712eb2031d48d8ea695b82d52759888,credit_card,1,811.46,10,81.15,81.15,1,0
0ac51a16347f7a7497b799596ad5fab7,credit_card,1,115.94,1,115.94,115.94,0,0
d0ad5936a2ffe64ad0d7f2ec5703d647,credit_card,1,45.19,3,15.06,15.06,1,0
f9eacd2ae0f04cdb4b243d2582392d35,credit_card,1,126.68,5,25.34,25.34,1,0
360b6094e5355f969c2a33624292867e,credit_card,1,88.5,4,22.13,22.13,1,0
6c2af5efcf8e3d632c9b27ea8b422d2f,credit_card,1,163.75,7,23.39,23.39,1,0
2e3484a1a6d6411c0a875c5b0f40be6c,credit_card,1,134.03,10,13.4,13.4,1,0
2d4d53a3344eb5deee068827c495bf51,boleto,1,369.6,1,369.6,178.25,0,0
bb135d26e1017e379593cef6fea4044f,credit_card,1,57.93,1,57.93,57.93,1,0
1fd9bf8cb665b63ec460f8a425e4d404,credit_card,1,231.27,6,38.55,38.55,1,0
342aec7e6313f37e8c61478fa378b7dc,credit_card,1,55.11,2,27.56,27.56,1,0
5c51a7f4f8a9a7abd2e089844082f748,credit_card,1,108.26,2,54.13,54.13,1,0
711526597d2e1f1b5ee9bf5c4af2c4cf,credit_card,1,647.91,6,107.99,107.99,1,0
d49a2214238550c6f2fc4e5bfc7d92da,credit_card,1,47.51,4,11.88,11.88,1,0
1f33cd6b71508145011dd5552fc289d4,credit_card,1,77.29,2,38.65,38.65,1,0
197206acc133317e6322eaab5f8e6937,credit_card,1,95.77,9,10.64,10.64,1,0
e39da2a439a8eaa3c651d72888b5d700,credit_card,1,98.14,1,98.14,98.14,0,0
e9ed35393653f0ebbc1d792ba5ed1447,credit_card,1,216.26,1,216.26,178.25,0,0
6c81f50d7f607e25fb51066b15c8285e,credit_card,1,77.57,7,11.08,11.08,1,0
8fc359cc10f3ab99032248ef5f152d4f,credit_card,1,48.37,1,48.37,48.37,1,0
77e1d11cc4954b7a395f9ecba7edd397,boleto,1,939.72,1,939.72,178.25,0,0
aa62e67d7dbefd7e1331d5975f61a404,credit_card,1,162.96,1,162.96,162.96,0,0
f4cf82130999a9a2f355fbe489c9f548,credit_card,1,74.03,3,24.68,24.68,1,0
005059edee63c8c708ba61910793b31b,credit_card,1,219.78,8,27.47,27.47,1,0
0d8431891873947fe9dc5b7e980cbf39,credit_card,1,32.44,1,32.44,32.44,1,0
38bb5f9d2356ae738afe613b8e723645,credit_card,1,73.34,1,73.34,73.34,0,0
5ce67f8655ea16aca378fdb87e3a8665,credit_card,1,93.1,1,93.1,93.1,0,0
181a57ecc4c8bfa112c048f609e257bf,credit_card,1,396.35,8,49.54,49.54,1,0
88fe4d922d314b99b95d77628dc7d0a0,credit_card,1,62.44,5,12.49,12.49,1,0
10a2d53148bb79d540a6a2e7cb706cea,boleto,1,124.96,1,124.96,124.96,0,0
41d988f5ce84da983c265612abf2400a,voucher,2,30.0,1,30.0,30.0,1,1
ed0b1b983f9bd6988b9865f7e774b885,credit_card,1,35.48,1,35.48,35.48,1,0
742a36775534b588ed2a62ba4c2d9cd7,boleto,1,54.94,1,54.94,54.94,1,0
de6743691fe06b0d7ed439f7cea17278,credit_card,1,149.02,1,149.02,149.02,0,0
a9451e0c97199724d8edfc301ea8ca65,credit_card,1,255.69,1,255.69,178.25,0,0
ff1b05d81637f0904e3dd85ca4e50180,credit_card,1,99.9,1,99.9,99.9,0,0
61907c80953898abbc85d0df266308b8,credit_card,1,123.18,8,15.4,15.4,1,0
3f4d4de8598b31eee79eca23f927f676,credit_card,1,124.42,6,20.74,20.74,1,0
5bcde4ca8f0878aab60dc18cc310fa4d,credit_card,1,63.42,1,63.42,63.42,1,0
31c5b1c46eed53925a1f2feb3493ba31,credit_card,1,675.01,10,67.5,67.5,1,0
96430a36fecfa20f1eace66e1a99709d,boleto,1,195.03,1,195.03,178.25,0,0
fe61d39dc8fd87c57829284f6e254e7a,credit_card,1,42.77,4,10.69,10.69,1,0
f9604c62f4691fd43013cd1e6489e332,credit_card,1,51.75,1,51.75,51.75,1,0
5dd2b7d78f1a564bc459f3aeb9b47bcb,credit_card,1,162.24,3,54.08,54.08,1,0
7201d0a0748fe3378ccb9ee146a4d0ed,credit_card,1,42.58,1,42.58,42.58,1,0
afecb6cd077fed8f38144c9a1676493d,credit_card,1,186.62,1,186.62,178.25,0,0
11ea58a620fd9de597a9f914ee52d9c9,credit_card,1,100.04,2,50.02,50.02,1,0
ee72cc3828a08dc0672d88d212db3452,credit_card,1,66.28,5,13.26,13.26,1,0
f45cca2ab70bbb7fee0728559468cceb,credit_card,1,79.23,2,39.62,39.62,1,0
6f893071ef9c8c6854e6e83921d2135e,credit_card,1,50.63,3,16.88,16.88,1,0
35ee767c6d8dd29df4b683ac20d34c9b,credit_card,1,41.01,1,41.01,41.01,1,0
caa18d06d1387d719412906fd4cb2063,credit_card,1,83.97,5,16.79,16.79,1,0
52cf629e5ef49959ced57da932b097e1,credit_card,1,72.05,2,36.03,36.03,1,0
a831481fe241b8d8bc08c53fc98012b9,credit_card,1,59.21,1,59.21,59.21,1,0
528d1ebb9f5a8601f7c1d21e05412b2f,credit_card,1,45.7,4,11.43,11.43,1,0
5ddfffa95cf4bfa61a2ffa97f3dab85f,credit_card,1,37.77,3,12.59,12.59,1,0
54124d9826c024b4b20d530b6bf4d6ee,credit_card,1,68.13,1,68.13,68.13,0,0
f01446f8957b17a489cea2b2b77c1e97,credit_card,1,50.32,2,25.16,25.16,1,0
47d62434b47743d5c247a683f40fe56c,credit_card,1,166.16,5,33.23,33.23,1,0
4c3499a7df623b40778ee01a90811a2f,boleto,1,168.14,1,168.14,168.14,0,0
7aec7711c4f60453a59bf2f85d18187f,boleto,1,234.29,1,234.29,178.25,0,0
bbc7d177c97f61d86a7486d86ed7a8b2,voucher,4,2.96,1,2.96,2.96,1,1
f1ce104562bd756dd17eecf2a55766bd,boleto,1,33.0,1,33.0,33.0,1,0
89db4ab2c03e2a83b490e5dc7302c5a7,credit_card,1,51.79,1,51.79,51.79,1,0
e88bd747b9aaa829eac8fcf95461862e,credit_card,1,58.76,1,58.76,58.76,1,0
feb856bfe5b756097c5d2ff2773f5ed3,credit_card,1,33.84,3,11.28,11.28,1,0
18b0e5ee71617b58ca825b6ea8d94255,boleto,1,68.73,1,68.73,68.73,0,0
e9376e0fd65f7e856a08d32426f523ef,credit_card,1,167.7,1,167.7,167.7,0,0
1778680c0dd08f2bcd27642d236a91f0,credit_card,1,143.31,2,71.66,71.66,0,0
246a0dd11a624cd29b8c5dc2e56fa1dc,credit_card,1,81.31,1,81.31,81.31,0,0
68b4c4f5541fdc04be458209af970adb,voucher,2,2.44,1,2.44,2.44,1,1
242ab4ce744f666fcffbc5d7fed8700d,debit_card,1,68.63,1,68.63,68.63,0,0
492e8ed750e427ec9d97ca8d4d4eb69c,credit_card,1,75.53,7,10.79,10.79,1,0
bd73cfaa5ccb07b2a3fc1c05aed691d9,credit_card,1,27.77,1,27.77,27.77,1,0
07da7d9fe6a7a8388af1f996b3bb0472,credit_card,1,28.4,1,28.4,28.4,1,0
bb8d02c6bd5c148f41176b66ee1ae726,credit_card,1,636.18,6,106.03,106.03,1,0
338515ff7c1216299678e18a593799a5,credit_card,1,1479.51,5,295.9,178.25,1,0
b8fdf0a70040d5461adca8f95ba4171a,boleto,1,107.78,1,107.78,107.78,0,0
106f6c512adbf8efc43791f75692d25c,voucher,3,11.65,1,11.65,11.65,1,1
6997560e71f5b7034a1d4fdb2c3ce436,credit_card,1,65.0,2,32.5,32.5,1,0
fcd8b3a2ce5ad445e576820a3655052f,credit_card,1,63.37,6,10.56,10.56,1,0
71049671af38d8dacc4b8bc9e488a4af,credit_card,1,251.69,5,50.34,50.34,1,0
a167a25e5e6faf3098a732b7a75a41d5,boleto,1,107.78,1,107.78,107.78,0,0
bc377c460d4530efd4c7e37c5d7f0a9a,credit_card,1,97.11,1,97.11,97.11,0,0
a5875ee134166b373cc08cbea838760c,credit_card,1,57.99,3,19.33,19.33,1,0
958dd45b8baadaaa443efaee016cc145,credit_card,1,54.36,1,54.36,54.36,1,0
11482cc48ea1ca80d6672a16eef373f3,credit_card,1,144.75,2,72.38,72.38,0,0
749238696f501c747fe013b2a5fa014c,boleto,1,68.89,1,68.89,68.89,0,0
67f98e9ec7d20b6e39c806909565213c,credit_card,1,52.69,1,52.69,52.69,1,0
a338e253d44a1df47d96f51106cf74dc,credit_card,1,9.89,1,9.89,9.89,1,0
8171523911786efd1d91c66d69051fcd,credit_card,1,3122.72,10,312.27,178.25,1,0
759ceb2a861358153b8c0727e3552c65,credit_card,1,160.44,2,80.22,80.22,0,0
ad9a7a5732e10876e711ca49c3f0c11f,credit_card,1,171.44,6,28.57,28.57,1,0
20082947b2fb23b28d05f616b985cdab,credit_card,1,251.76,1,251.76,178.25,0,0
bb18a7304967722c7cef28dff0a916ed,credit_card,1,116.21,6,19.37,19.37,1,0
8dea767bef43a63174e344d0750bbb84,credit_card,1,204.25,1,204.25,178.25,0,0
04f87887045aa20403546af3facb8ad1,credit_card,1,161.01,2,80.51,80.51,0,0
7c43fe101fb4d918fdde27a9d5c1a55d,boleto,1,273.65,1,273.65,178.25,0,0
9ee4d099f38e890ac389c977ec066c67,credit_card,1,225.21,1,225.21,178.25,0,0
c6492b842ac190db807c15aff21a7dd6,voucher,7,36.38,1,36.38,36.38,1,1
ba6db6908932a9ed2a611c82ef295d37,credit_card,1,139.27,2,69.64,69.64,0,0
b198d16d5ba1cbacf02b4d54728314fa,boleto,1,365.6,1,365.6,178.25,0,0
ea694a00fc5ee055808a425d0b1b8699,credit_card,1,25.5,1,25.5,25.5,1,0
a147b97f47abbdb02f67ea00da442cd8,credit_card,1,145.01,10,14.5,14.5,1,0
dfe27a883f9272758eb75f9ac80c1812,boleto,1,30.0,1,30.0,30.0,1,0
48fa6f60d62fb1e0d0ada35a50180531,boleto,1,64.09,1,64.09,64.09,1,0
236992e91012a3c75936dd524d4cb688,credit_card,1,19.21,1,19.21,19.21,1,0
195194e3dbfe59a81261af1a6ffe7c47,credit_card,1,244.15,8,30.52,30.52,1,0
991219777efaa02d272fbd6d04632835,credit_card,1,104.4,4,26.1,26.1,1,0
42ff676d61e2f5f1b7dfc8404dc3160d,credit_card,1,222.04,1,222.04,178.25,0,0
11ac39053e8c6e289d39a845c1a9c3b0,credit_card,1,80.44,4,20.11,20.11,1,0
17e1c5b449460e8f208adb9a2d0f368a,boleto,1,37.85,1,37.85,37.85,1,0
7e6d0e5b8f1f04ddb5b183f33aec691e,credit_card,1,217.55,1,217.55,178.25,0,0
3cbdfe7eddec3865455541546f081546,boleto,1,377.03,1,377.03,178.25,0,0
315098e810ac2e1d1f22bf3db2a143e3,credit_card,1,172.84,2,86.42,86.42,0,0
2a1c4654d546835fd2e3abee7f9e9761,credit_card,1,79.56,2,39.78,39.78,1,0
f34699737a8024355fb671195506a38e,credit_card,1,114.84,5,22.97,22.97,1,0
8398bfef4b9c8fa47c4d2dc9fea8c42d,credit_card,1,249.25,10,24.93,24.93,1,0
b2f848c14ae4b774fd3a0842aa435a5b,credit_card,1,174.51,3,58.17,58.17,1,0
