geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
6243,-23.501206981021532,-46.7987711273679,osasco,SP
6246,-23.499106681632096,-46.804897048012016,osasco,SP
6250,-23.501215752993875,-46.797766377584786,osasco,SP
6253,-23.500210482947537,-46.795514075364906,osasco,SP
6260,-23.497615808761417,-46.79454279410491,osasco,SP
6263,-23.493128523067647,-46.79722321940412,osasco,SP
6266,-23.486302949690497,-46.79151585523646,osasco,SP
6268,-23.496799721391564,-46.77668131034647,osasco,SP
6270,-23.496992371631386,-46.77048709893823,osasco,SP
6273,-23.49931402937304,-46.76754974911981,osasco,SP
6276,-23.474831167458955,-46.771401353473415,osasco,SP
6278,-23.479812913592827,-46.77060688660568,osasco,SP
6280,-23.51178147767361,-46.7643046454143,osasco,SP
6283,-23.514079363378823,-46.76992517889079,osasco,SP
6286,-23.50539647531202,-46.77485749795195,osasco,SP
6288,-23.501303749639423,-46.766009063563914,osasco,SP
6290,-23.516600756118645,-46.766994045451355,osasco,SP
6293,-23.517429303208296,-46.76047831214532,osasco,SP
6296,-23.518509814135804,-46.75815301812849,osasco,SP
6298,-23.520497043259216,-46.748890600799285,osasco,SP
6310,-23.51288889689446,-46.8361052152364,carapicuiba,SP
6311,-23.520953593709798,-46.854736018613345,carapicuíba,SP
6315,-23.527834479005755,-46.83991559328185,carapicuiba,SP
6317,-23.53045343020981,-46.8430860995105,carapicuiba,SP
6320,-23.52679701326485,-46.83540056576485,carapicuiba,SP
6321,-23.535922499999998,-46.83470849999999,carapicuiba,SP
6322,-23.53166609981525,-46.833504352516734,carapicuiba,SP
6325,-23.521967853225757,-46.829954063765584,carapicuiba,SP
6326,-23.530711323277675,-46.82977734127469,carapicuiba,SP
6327,-23.52993299248248,-46.82366729159336,carapicuiba,SP
6328,-23.526617178330394,-46.82161757537004,carapicuiba,SP
6329,-23.53737200305317,-46.820389755601774,carapicuiba,SP
6330,-23.560024872560522,-46.83061526241757,carapicuíba,SP
6331,-23.543389703825028,-46.83134101908189,carapicuiba,SP
6332,-23.54772317103865,-46.83119580272945,carapicuíba,SP
6333,-23.563063823149633,-46.83071070704552,carapicuiba,SP
6334,-23.544522063911035,-46.83412028145241,carapicuiba,SP
6335,-23.553054632627056,-46.83415540207784,carapicuiba,SP
6340,-23.56602056901593,-46.823496727686326,carapicuiba,SP
6341,-23.57450530885076,-46.82567100958013,carapicuiba,SP
6342,-23.583267006022115,-46.8247973303511,carapicuiba,SP
6343,-23.571680187235565,-46.833341519863716,carapicuiba,SP
6345,-23.575629900136786,-46.83975342847373,carapicuíba,SP
6350,-23.57200082147881,-46.85571724371266,carapicuíba,SP
6351,-23.568137387751534,-46.86552650565444,carapicuíba,SP
6352,-23.563609977091915,-46.86793373871644,carapicuíba,SP
6355,-23.557857840713535,-46.86825867057117,carapicuiba,SP
6360,-23.55679024166568,-46.83965446535143,carapicuiba,SP
6361,-23.560011738976655,-46.844617947617365,carapicuíba,SP
6362,-23.554066500000005,-46.83750300000001,carapicuiba,SP
6363,-23.566257998375033,-46.83642627566305,carapicuiba,SP
6364,-23.567749358751662,-46.83859743853024,carapicuiba,SP
6365,-23.55590282344068,-46.845351487073366,carapicuíba,SP
6379,-23.534842025829718,-46.85972267199777,carapicuíba,SP
6380,-23.55134994036523,-46.83514188734528,carapicuiba,SP
6381,-23.54196948122945,-46.8393059232084,carapicuiba,SP
6382,-23.550946997515602,-46.836730264763816,carapicuiba,SP
6384,-23.544836960188547,-46.84812892774173,carapicuiba,SP
6385,-23.53838908322257,-46.84389466641179,carapicuiba,SP
6386,-23.534228752455384,-46.84533320560807,carapicuiba,SP
6387,-23.55134994036523,-46.83514188734528,carapicuiba,SP
6390,-23.538624766830615,-46.85619239139302,carapicuiba,SP
6394,-23.5246772582346,-46.858083641556306,carapicuíba,SP
6395,-23.524483494694913,-46.85138150804046,carapicuiba,SP
6396,-23.529982996557685,-46.85365556921271,carapicuiba,SP
6397,-23.530914747981317,-46.86144501466332,carapicuiba,SP
6401,-23.50924262107987,-46.88666937892011,barueri,SP
6402,-23.508806190259715,-46.88060211284757,barueri,SP
6404,-23.50594480724965,-46.86606876547484,barueri,SP
6405,-23.50216980862949,-46.89791528982357,barueri,SP
6406,-23.501154210711388,-46.88828007651669,barueri,SP
6407,-23.499964303523704,-46.88896724275838,barueri,SP
6408,-23.49837327538549,-46.886569041337125,barueri,SP
6409,-23.492071099407532,-46.894394314939575,barueri,SP
6410,-23.501791360288063,-46.86798857959383,barueri,SP
6411,-23.499126251019696,-46.876359244901536,barueri,SP
6412,-23.496673586715595,-46.88135694345758,barueri,SP
6413,-23.492891822406822,-46.875786032648605,barueri,SP
6414,-23.495901469908656,-46.87468669635919,barueri,SP
6415,-23.492501945716317,-46.882696112293566,barueri,SP
6416,-23.48514546069702,-46.88858876965149,barueri,SP
6417,-23.483191397454984,-46.8825129276549,barueri,SP
6418,-23.482917000000004,-46.88653108315505,barueri,SP
6419,-23.47970253126449,-46.88559999174691,barueri,SP
6420,-23.5201619156991,-46.905567337203586,barueri,SP
6421,-23.50760506455446,-46.90177347909428,barueri,SP
6422,-23.518515212070696,-46.89450998264022,barueri,SP
6423,-23.496409640874635,-46.90376882988474,barueri,SP
6424,-23.495901469908656,-46.87468669635919,barueri,SP
6428,-23.49566046883389,-46.957568677694496,barueri,SP
6429,-23.489821337123363,-46.949698594277045,barueri,SP
6433,-23.527586621730656,-46.886060426126896,barueri,SP
6434,-23.52584918616947,-46.892179735106744,barueri,SP
6435,-23.5322998374104,-46.8806703744749,barueri,SP
6436,-23.534931859299206,-46.88963935058848,barueri,SP
6437,-23.541199213957974,-46.891083167084574,barueri,SP
6440,-23.510524969129598,-46.86104614786531,barueri,SP
6442,-23.51875154544895,-46.86084468183887,barueri,SP
6443,-23.545812876609087,-46.86502869248949,barueri,SP
6444,-23.534468643606555,-46.88043748686914,barueri,SP
6445,-23.52846172364578,-46.86639740421852,barueri,SP
6447,-23.53990089129933,-46.87785277408397,barueri,SP
6448,-23.547087778594562,-46.87506025522902,barueri,SP
6449,-23.548758306660744,-46.87228416524506,barueri,SP
6453,-23.496967777357565,-46.84950787358613,barueri,SP
6454,-23.499388624612003,-46.84841108730616,barueri,SP
6455,-23.500441798582447,-46.842716327160346,barueri,SP
6458,-23.489855200076835,-46.82414126385596,barueri,SP
6460,-23.50445927126197,-46.84497058265231,barueri,SP
6462,-23.48332857858491,-46.80757130198988,barueri,SP
6463,-23.50508005599605,-46.809691335406704,barueri,SP
6465,-23.4870854838496,-46.87022278333645,barueri,SP
6470,-23.496583567175783,-46.8596383146436,barueri,SP
6471,-23.486645071677177,-46.85271982739922,barueri,SP
6472,-23.485351825211385,-46.85413728049457,barueri,SP
6473,-23.48430119974695,-46.861418830410045,barueri,SP
6474,-23.488951480928364,-46.853951448549104,barueri,SP
6475,-23.4854637009708,-46.83851343623436,barueri,SP
6480,-23.48801831246201,-46.85551053744682,barueri,SP
6485,-23.483077334245657,-46.847111892270654,barueri,SP
6501,-23.445002514570945,-46.913682745628705,santana de parnaíba,SP
6502,-23.447629456287146,-46.92726075950716,santana de parnaiba,SP
6503,-23.455228995504488,-46.944955286519026,santana de parnaíba,SP
6504,-23.43964119677996,-46.93392196433722,santana de parnaiba,SP
6505,-23.409368595505608,-46.9429160056179,santana de parnaiba,SP
6506,-23.41623184041202,-46.95630368082404,santana de parnaíba,SP
6509,-23.453151379702742,-46.93773328862635,santana de parnaiba,SP
6513,-23.455472361784178,-46.92368238108599,santana de parnaiba,SP
6514,-23.48062178799995,-46.92077484999993,santana de parnaiba,SP
6515,-23.471047896474122,-46.90003271634258,santana de parnaiba,SP
6516,-23.48080049274016,-46.88971152352666,santana de parnaiba,SP
6517,-23.47611023419865,-46.933974296364916,santana de parnaiba,SP
6519,-23.495690723062943,-46.96944814374406,santana de parnaíba,SP
6520,-23.48087819455145,-46.97427903707506,santana de parnaíba,SP
6523,-23.48947128213983,-46.99338409232577,santana de parnaiba,SP
6524,-23.477212542782233,-47.001109000787466,santana de parnaiba,SP
6525,-23.415367500000002,-46.89231074999999,santana de parnaiba,SP
6526,-23.431221200003442,-46.91033889511613,santana de parnaiba,SP
6528,-23.40888002232439,-46.90122123941253,santana de parnaiba,SP
6529,-23.40632696038508,-46.888290423531814,santana de parnaiba,SP
6530,-23.409017999999993,-46.89148949999999,santana de parnaiba,SP
6531,-23.414845369409687,-46.880650843470434,santana de parnaíba,SP
6532,-23.441580994264008,-46.88555950716999,santana de parnaiba,SP
6533,-23.42180429639401,-46.87525862489017,santana de parnaiba,SP
6534,-23.40674016126142,-46.87531810283337,santana de parnaiba,SP
6535,-23.427196076820326,-46.859333437901455,santana de parnaiba,SP
6537,-23.428210147279525,-46.826171651159804,santana de parnaiba,SP
6539,-23.456727,-46.90348200000001,santana de parnaiba,SP
6540,-23.450869042729455,-46.89093015934783,santana de parnaiba,SP
6541,-23.463257630965455,-46.87113472586364,santana de parnaiba,SP
6542,-23.473988478158546,-46.87535087264904,santana de parnaiba,SP
6543,-23.476969749927882,-46.831300354434696,santana de parnaiba,SP
6544,-23.46661106074958,-46.85739479085979,santana de parnaiba,SP
6550,-23.378528999999943,-46.971007999999955,pirapora do bom jesus,SP
6600,-23.530092335162202,-46.89801963674189,jandira,SP
6602,-23.53450945807633,-46.8950102255448,jandira,SP
6604,-23.54162869453419,-46.90542329157157,jandira,SP
6606,-23.533832752624495,-46.906591588160396,jandira,SP
6608,-23.5375875641944,-46.912065184006316,jandira,SP
6609,-23.534829424456454,-46.910862417239215,jandira,SP
6610,-23.524186067799068,-46.920881031055224,jandira,SP
6612,-23.52089441803874,-46.90989390980628,jandira,SP
6616,-23.5162398000393,-46.91553479985685,jandira,SP
6618,-23.523662399900104,-46.90050861314917,jandira,SP
6620,-23.552694055468805,-46.89160753620284,jandira,SP
6622,-23.54358860024259,-46.90026481285361,jandira,SP
6624,-23.552152668772305,-46.91078526816109,jandira,SP
6626,-23.545730196331615,-46.91596156272515,jandira,SP
6630,-23.55452336314053,-46.88981547822856,jandira,SP
6631,-23.542857472547013,-46.90352199362757,jandira,SP
6633,-23.530553236083108,-46.8862397904778,jandira,SP
6634,-23.55933678143786,-46.904781110147944,jandira,SP
6636,-23.557790858406854,-46.898222002256546,jandira,SP
6642,-23.558304860853752,-46.875113518648604,jandira,SP
6648,-23.548521880837207,-46.867086541860346,jandira,SP
6650,-23.54458899714706,-46.93515870222017,itapevi,SP
6652,-23.549521500000004,-46.92588524999999,itapevi,SP
6653,-23.55145709870066,-46.93750967728938,itapevi,SP
6654,-23.536597019090816,-46.92594666096416,itapevi,SP
6655,-23.550936306777846,-46.91603591568809,itapevi,SP
6656,-23.55266738040897,-46.917676600228795,itapevi,SP
6657,-23.55400035934311,-46.93383342863946,itapevi,SP
6660,-23.5494447554917,-46.95538742167944,itapevi,SP
6663,-23.556955164585126,-46.942867272179164,itapevi,SP
6665,-23.5547656072746,-46.94943508267261,itapevi,SP
6670,-23.58470088718999,-46.967008120115594,itapevi,SP
6673,-23.554944,-46.911946500000006,itapevi,SP
6675,-23.545878332448808,-46.97058652285942,itapevi,SP
6680,-23.53945934242143,-46.969639657639256,itapevi,SP
6683,-23.538044793807266,-46.97499665888403,itapevi,SP
6684,-23.538936648700833,-46.942246782823496,itapevi,SP
6685,-23.536296257099316,-47.01045188564898,itapevi,SP
6690,-23.54012001676076,-46.935011001233846,itapevi,SP
6693,-23.533917585403515,-46.92638029475764,itapevi,SP
6694,-23.539319136060485,-46.93847736013401,itapevi,SP
6695,-23.525659379599325,-46.96457582591174,itapevi,SP
6696,-23.52675976321213,-46.94317674153119,itapevi,SP
6700,-23.612152344346192,-46.920585147111105,cotia,SP
6701,-23.604866039023058,-46.96992832689088,cotia,SP
6702,-23.56789677830875,-46.93124585279449,cotia,SP
6703,-23.605147107233158,-46.92634249056991,cotia,SP
6704,-23.566410360148463,-46.92207458901101,cotia,SP
6705,-23.5833470394391,-46.90437022888377,cotia,SP
6706,-23.574001946976065,-46.87109230803128,cotia,SP
6707,-23.592220166801336,-46.86810255303235,cotia,SP
6708,-23.590961077990656,-46.85313199668178,cotia,SP
6709,-23.588553394974454,-46.823798085947416,cotia,SP
6710,-23.593005984053654,-46.83429679955288,cotia,SP
6711,-23.60471493941285,-46.8394842923569,cotia,SP
6712,-23.619099489035722,-46.8459945313636,cotia,SP
6713,-23.607371448368806,-46.85911611647977,cotia,SP
6714,-23.599477445467105,-46.880272592561596,cotia,SP
6715,-23.60931570674486,-46.8753062213065,cotia,SP
6716,-23.61135920621503,-46.89622497169482,cotia,SP
6717,-23.606858430751913,-46.91582376602804,cotia,SP
6719,-23.621550098587694,-46.926832851656805,cotia,SP
6720,-23.63956694730466,-46.989418258563,cotia,SP
6721,-23.645111636418694,-46.98510496488548,cotia,SP
6722,-23.634397445467105,-46.95014179808413,cotia,SP
6723,-23.713174570729944,-47.04769750547051,cotia,SP
6724,-23.675757828380874,-46.902058531982775,cotia,SP
6725,-23.682235954756205,-47.03477236529358,cotia,SP
6726,-23.65690920594538,-47.05302580585622,cotia,SP
6727,-23.682643300462264,-47.01887391065441,cotia,SP
6728,-23.6801433341796,-47.00684953511451,cotia,SP
6729,-23.73458068232013,-47.02497264013195,cotia,SP
6730,-23.642183999999943,-47.01883849999996,vargem grande paulista,SP
6738,-23.64615211486552,-47.002795698474614,vargem grande paulista,SP
6753,-23.604354125454414,-46.75198912308847,taboao da serra,SP
6754,-23.605236000000005,-46.762163999999984,taboao da serra,SP
6755,-23.603400775463104,-46.76663087093889,taboao da serra,SP
6756,-23.606537689422375,-46.77219368803739,taboao da serra,SP
6757,-23.61062879982607,-46.77974581651909,taboao da serra,SP
6760,-23.613798179950006,-46.77354727030061,taboão da serra,SP
6763,-23.609786384624815,-46.75740105595065,taboao da serra,SP
6764,-23.612294462020333,-46.76578686529368,taboao da serra,SP
6765,-23.61514534554791,-46.7786674694731,taboão da serra,SP
6766,-23.631009245024774,-46.77740797958126,taboao da serra,SP
6767,-23.619786359974633,-46.78290903649948,taboao da serra,SP
6768,-23.607693000000005,-46.75265774999998,taboao da serra,SP
6770,-23.63871771782774,-46.787509751475625,taboao da serra,SP
6773,-23.645350661131463,-46.79186524233267,taboao da serra,SP
6774,-23.64059021065843,-46.79902984347045,taboao da serra,SP
6775,-23.635214822090155,-46.78765961157594,taboao da serra,SP
6780,-23.617823004822213,-46.79358236394467,taboao da serra,SP
6783,-23.629701939494495,-46.78824173604941,taboao da serra,SP
6784,-23.624577901854153,-46.793070946232575,taboao da serra,SP
6785,-23.64057252993741,-46.80617761595286,taboão da serra,SP
6786,-23.619638353910307,-46.80605431053549,taboao da serra,SP
6787,-23.627043639188646,-46.79980025520799,taboao da serra,SP
6790,-23.61030541993188,-46.78378189508913,taboao da serra,SP
6793,-23.607693000000005,-46.75265774999998,taboao da serra,SP
6794,-23.617655672309454,-46.806294788176444,taboao da serra,SP
6795,-23.613222334296992,-46.79665888164072,taboao da serra,SP
6803,-23.653274217202824,-46.85802278907256,embu das artes,SP
6804,-23.64573591727748,-46.85283239884005,embu das artes,SP
6805,-23.64033350542435,-46.85358426876934,embu,SP
6806,-23.63321856284278,-46.84029731805079,embu das artes,SP
6807,-23.624512408112896,-46.82402638551869,embu das artes,SP
6810,-23.645916535374315,-46.80496627575156,embu das artes,SP
6813,-23.649913330284466,-46.803245143776266,embu das artes,SP
6814,-23.663273737435635,-46.81462775085214,embu das artes,SP
6815,-23.647414074474238,-46.8171669892846,embu das artes,SP
6816,-23.64749742968829,-46.819139229582674,embu das artes,SP
6817,-23.63900781924828,-46.8307005924749,embu,SP
6818,-23.642048023368268,-46.83752624335116,embu das artes,SP
6820,-23.661012533751634,-46.79922079073966,embu,SP
6823,-23.67009416149076,-46.806447689021255,embu das artes,SP
6824,-23.670476164615987,-46.81256383136903,embu das artes,SP
6825,-23.6736287158238,-46.82345817853424,embu das artes,SP
6826,-23.652225574670954,-46.79475005403368,embu,SP
6830,-23.647456235148972,-46.84295944622448,embu das artes,SP
6833,-23.669952967590337,-46.856399806438326,embu das artes,SP
6835,-23.68079192449018,-46.845348021687,embu das artes,SP
6840,-23.650316530870214,-46.85857310580594,embu das artes,SP
6843,-23.680451870390645,-46.86564214487281,embu das artes,SP
6844,-23.657450772126424,-46.863213367766804,embu das artes,SP
6845,-23.64472991866246,-46.901817408275114,embu das artes,SP
6846,-23.63108845432524,-46.8740879156327,embu das artes,SP
6850,-23.717339395969173,-46.84970616506776,itapecerica da serra,SP
6851,-23.717655331603,-46.86617419552304,itapecerica da serra,SP
6852,-23.707565836083344,-46.85905345316667,itapecerica da serra,SP
6853,-23.68913659838998,-46.85084778934157,itapecerica da serra,SP
6854,-23.69591864866752,-46.84699648988067,itapecerica da serra,SP
6855,-23.68588511518264,-46.82536027116393,itapecerica da serra,SP
6856,-23.69028149999999,-46.80095174999999,itapecerica da serra,SP
6857,-23.70517168215633,-46.79276697280369,itapecerica da serra,SP
6858,-23.703939428360595,-46.825252802559355,itapecerica da serra,SP
6859,-23.707867575388132,-46.83521986613007,itapecerica da serra,SP
6860,-23.720511397166494,-46.84285318730103,itapecerica da serra,SP
6861,-23.73002036149049,-46.816684594592815,itapecerica da serra,SP
6863,-23.720900932357058,-46.79874786562563,itapecerica da serra,SP
6864,-23.74818110221243,-46.795316803324,itapecerica da serra,SP
6865,-23.742763295814648,-46.793837572803675,itapecerica da serra,SP
6866,-23.75910049999993,-46.796932098999946,itapecerica da serra,SP
6867,-23.75419499999998,-46.80973830999994,itapecerica da serra,SP
6868,-23.762138207965528,-46.83848357648098,itapecerica da serra,SP
6869,-23.74239010076063,-46.847411530960265,itapecerica da serra,SP
6870,-23.737925609783485,-46.889418173417226,itapecerica da serra,SP
6871,-23.72463135626108,-46.853943326865455,itapecerica da serra,SP
6872,-23.724568037191982,-46.85174344561133,itapecerica da serra,SP
6873,-23.753664478720523,-46.85888484550863,itapecerica da serra,SP
6874,-23.75956062345793,-46.84383738575602,itapecerica da serra,SP
6876,-23.769686558291927,-46.897766932915246,itapecerica da serra,SP
6877,-23.775275153759615,-46.92524721702256,itapecerica da serra,SP
6880,-23.779094125318238,-46.91763743255955,itapecerica da serra,SP
6881,-23.74431149999998,-46.91809948699995,itapecerica da serra,SP
6882,-23.740323844601743,-46.89787469482508,itapecerica da serra,SP
6885,-23.702796689441573,-46.877468146497456,itapecerica da serra,SP
6886,-23.72160435020788,-46.896939585806564,itapecerica da serra,SP
6887,-23.68809817236593,-46.897830620576826,itapecerica da serra,SP
6888,-23.687023500000002,-46.86083774999999,itapecerica da serra,SP
6890,-23.853265094452492,-46.946960164158774,sao lourenco da serra,SP
6900,-23.835091499999997,-46.81299150000001,embu guaçu,SP
6950,-23.931352171588212,-47.069107133845506,juquitiba,SP
7010,-23.467764323623076,-46.529977998130676,guarulhos,SP
7011,-23.469645101304167,-46.53227772814358,guarulhos,SP
7012,-23.47229378351318,-46.53191371051419,guarulhos,SP
7013,-23.47058431779098,-46.523297545934554,guarulhos,SP
7020,-23.471237661665455,-46.53744764709451,guarulhos,SP
7021,-23.47129698389984,-46.5435704701656,guarulhos,SP
7022,-23.473521000000005,-46.54167749999999,guarulhos,SP
7023,-23.478156,-46.5416505,guarulhos,SP
7024,-23.483084091869113,-46.54050777768481,guarulhos,SP
7025,-23.48197123535693,-46.54572594393789,guarulhos,SP
7030,-23.49189491395926,-46.54629394463038,guarulhos,SP
7031,-23.49189491395926,-46.54629394463038,guarulhos,SP
7032,-23.50238730030584,-46.55534163197529,guarulhos,SP
7033,-23.49990347876395,-46.55591151832186,guarulhos,SP
7034,-23.47708125950717,-46.52523377185642,guarulhos,SP
7040,-23.47667359838998,-46.544622763113864,guarulhos,SP
7041,-23.48456535887903,-46.556452093120626,guarulhos,SP
7042,-23.48441024562871,-46.550879916180975,guarulhos,SP
7043,-23.48458820260835,-46.55200388926075,guarulhos,SP
7044,-23.481437008050076,-46.54950747377228,guarulhos,SP
7050,-23.46155652178431,-46.55534299417161,guarulhos,SP
7051,-23.469143311962597,-46.54714331225105,guarulhos,SP
7052,-23.476253699694155,-46.553852771163946,guarulhos,SP
7053,-23.476131293092486,-46.55138314640201,guarulhos,SP
7054,-23.462655946707848,-46.56051302262102,guarulhos,SP
7055,-23.46935897668648,-46.562183124761916,guarulhos,SP
7056,-23.458630137947903,-46.56386621371685,guarulhos,SP
7060,-23.45241077185642,-46.54784739286745,guarulhos,SP
7061,-23.4543169067459,-46.54939880322004,guarulhos,SP
7062,-23.46037993144441,-46.55132527477062,guarulhos,SP
7063,-23.456046834583642,-46.549989723007684,guarulhos,SP
7064,-23.448774384124874,-46.550207797391636,guarulhos,SP
7070,-23.450813775631186,-46.553386708973235,guarulhos,SP
7071,-23.456898777297926,-46.56661706277687,guarulhos,SP
7072,-23.446149999999932,-46.554269999999974,guarulhos,SP
7073,-23.45120006918167,-46.56448933363318,guarulhos,SP
7074,-23.450829276155595,-46.56602543366611,guarulhos,SP
7075,-23.426959809048412,-46.565379057591315,guarulhos,SP
7076,-23.433246502914187,-46.56532139064575,guarulhos,SP
7077,-23.439550358589642,-46.55709618665241,guarulhos,SP
7080,-23.44882911508982,-46.548265756606774,guarulhos,SP
7081,-23.446878118789314,-46.55149583458365,guarulhos,SP
7082,-23.432489984563084,-46.546588682676806,guarulhos,SP
7083,-23.435247080212346,-46.54694387246812,guarulhos,SP
7084,-23.433274089647412,-46.548423131138556,guarulhos,SP
7085,-23.420800832725984,-46.55142202295351,guarulhos,SP
7087,-23.422764855675453,-46.54404479822837,guarulhos,SP
7090,-23.469134814876796,-46.53551051970683,guarulhos,SP
7091,-23.464392221253405,-46.54273714209829,guarulhos,SP
7092,-23.462203984290444,-46.54655675641586,guarulhos,SP
7093,-23.460542549541234,-46.5376242732414,guarulhos,SP
7094,-23.449795711853433,-46.54547407484162,guarulhos,SP
7095,-23.46030469386578,-46.53675167638062,guarulhos,SP
7096,-23.45257022592188,-46.540281776992316,guarulhos,SP
7097,-23.444899533441067,-46.54086133389114,guarulhos,SP
7110,-23.466129150152923,-46.527710647238735,guarulhos,SP
7111,-23.465524128224377,-46.52289924118532,guarulhos,SP
7112,-23.4691332850424,-46.518216034970294,guarulhos,SP
7113,-23.46433663369753,-46.516001627504714,guarulhos,SP
7114,-23.44975235443738,-46.53107373916677,guarulhos,SP
7115,-23.44481983236193,-46.53441323757863,guarulhos,SP
7120,-23.452881255063776,-46.527296668330536,guarulhos,SP
7121,-23.447642008050078,-46.52433914141034,guarulhos,SP
7122,-23.448500664723866,-46.51659105828381,guarulhos,SP
7123,-23.44535170191585,-46.52692815015291,guarulhos,SP
7124,-23.4312797463212,-46.537373352617024,guarulhos,SP
7130,-23.44238589286745,-46.52134273841536,guarulhos,SP
7131,-23.433942320849397,-46.52520261795259,guarulhos,SP
7132,-23.436294485429045,-46.52102029961335,guarulhos,SP
7133,-23.43720672300768,-46.511432712043394,guarulhos,SP
7134,-23.425176017485143,-46.51513706050551,guarulhos,SP
7135,-23.427940945322874,-46.52853802914191,guarulhos,SP
7140,-23.432711270875483,-46.4974693694097,guarulhos,SP
7141,-23.431482136274457,-46.50641345184375,guarulhos,SP
7142,-23.419634069879862,-46.50038464063461,guarulhos,SP
7143,-23.427628114345914,-46.50222383097695,guarulhos,SP
7144,-23.42031366137699,-46.507670465722214,guarulhos,SP
7145,-23.407129330284466,-46.498480848721904,guarulhos,SP
7150,-23.416675533441072,-46.457892775463115,guarulhos,SP
7151,-23.40239083596862,-46.450630901610026,guarulhos,SP
7152,-23.403678202608347,-46.46684384110449,guarulhos,SP
7153,-23.38152125007212,-46.44659355828381,guarulhos,SP
7154,-23.374756655837075,-46.449014432281125,guarulhos,SP
7155,-23.41615229345243,-46.46754108164661,guarulhos,SP
7156,-23.394398930059435,-46.44971926672054,guarulhos,SP
7159,-23.38380935636795,-46.40296948404406,guarulhos,SP
7160,-23.401415707927555,-46.43231928055232,guarulhos,SP
7161,-23.394328847625378,-46.44111761878932,guarulhos,SP
7162,-23.40264914293956,-46.44539636441803,guarulhos,SP
7170,-23.42622142366312,-46.409453318142475,guarulhos,SP
7171,-23.422148630425866,-46.43395353082629,guarulhos,SP
7172,-23.423584075768947,-46.42787756050549,guarulhos,SP
7173,-23.43327449792253,-46.42934329294824,guarulhos,SP
7174,-23.425946339725343,-46.42940633972533,guarulhos,SP
7175,-23.408334,-46.39935149999998,guarulhos,SP
7176,-23.405986058283805,-46.388263584367294,guarulhos,SP
7177,-23.41914554648281,-46.400399235356936,guarulhos,SP
7178,-23.397428153722803,-46.3858902107373,guarulhos,SP
7179,-23.407495459893823,-46.41304021717929,guarulhos,SP
7180,-23.453117689957654,-46.4744416242606,guarulhos,SP
7181,-23.448875288656403,-46.46781931729888,guarulhos,SP
7182,-23.44690812707776,-46.46170989092871,guarulhos,SP
7183,-23.423783802937553,-46.524973998950856,guarulhos,SP
7184,-23.411456989728215,-46.39320732875527,guarulhos,SP
7190,-23.461861306134224,-46.498804433666095,guarulhos,SP
7191,-23.457083050233727,-46.510537793092475,guarulhos,SP
7192,-23.453917424815856,-46.50810267087879,guarulhos,SP
7193,-23.44600397668647,-46.498240728836066,guarulhos,SP
7194,-23.441720982514852,-46.51094588412488,guarulhos,SP
7195,-23.449441997778298,-46.51153538412487,guarulhos,SP
7196,-23.457307547319534,-46.51325832361937,guarulhos,SP
7197,-23.46307610751172,-46.51553610303015,guarulhos,SP
7210,-23.452598931935213,-46.432001216991765,guarulhos,SP
7215,-23.40673367638064,-46.485954534277795,guarulhos,SP
7220,-23.478728938134676,-46.46420068370396,guarulhos,SP
7221,-23.469882726614365,-46.466792130446066,guarulhos,SP
7222,-23.462008009435056,-46.47408824923539,guarulhos,SP
7223,-23.458204240944088,-46.477938053277455,guarulhos,SP
7224,-23.47226998972821,-46.48516402761269,guarulhos,SP
7230,-23.458625999999995,-46.45863,guarulhos,SP
7231,-23.45353674632121,-46.46161565820301,guarulhos,SP
7232,-23.47025786009881,-46.46159612422889,guarulhos,SP
7240,-23.4470133388828,-46.44034533166945,guarulhos,SP
7241,-23.44604280121253,-46.4234256410361,guarulhos,SP
7242,-23.434955999999993,-46.423095750000016,guarulhos,SP
7243,-23.441746937495804,-46.4190010000427,guarulhos,SP
7244,-23.444980638351932,-46.410703182209005,guarulhos,SP
7250,-23.421015607825044,-46.369712818483464,guarulhos,SP
7251,-23.435049027756925,-46.400119522621026,guarulhos,SP
7252,-23.433426198299735,-46.51212334325156,guarulhos,SP
7260,-23.44824382017832,-46.410627698738836,guarulhos,SP
7261,-23.410676208255264,-46.42291160766692,guarulhos,SP
7262,-23.47991689869582,-46.391566578683125,guarulhos,SP
7263,-23.464475926999967,-46.40423899999996,guarulhos,SP
7270,-23.457849087425718,-46.429896069940554,guarulhos,SP
7271,-23.41197469360249,-46.459605654603536,guarulhos,SP
7272,-23.433426198299735,-46.51212334325156,guarulhos,SP
7273,-23.459308323619368,-46.422005872468105,guarulhos,SP
7283,-23.439315918402666,-46.46090001110851,guarulhos,SP
7400,-23.39888374540156,-46.32526700508771,aruja,SP
7401,-23.389686000000005,-46.32793425000001,aruja,SP
7402,-23.394319009435055,-46.32003707729816,aruja,SP
7403,-23.3960717463212,-46.310501147382965,aruja,SP
7404,-23.391391162842528,-46.30498471751424,aruja,SP
7405,-23.386653219545224,-46.29754582584106,arujá,SP
7407,-23.376107420842793,-46.311977604616885,aruja,SP
7411,-23.404998310577618,-46.33924703788446,aruja,SP
7413,-23.408803110739232,-46.36246254815625,arujá,SP
7414,-23.40573127385733,-46.368945973894164,arujá,SP
7417,-23.379132228693216,-46.3193123129911,aruja,SP
7422,-23.388624369528188,-46.35467717956907,arujá,SP
